date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:33	1529/1529	---M--	200	added ('OK')	application/javascript	etag:%225f9-560210e382e11%22	http://qbgrow.com/magen/iot-admin/js/map.bluewater.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/js/map.bluewater.js	(from http://qbgrow.com/magen/iot-admin/app/map-google.html)
14:11:34	2698/2698	---M--	200	added ('OK')	application/javascript	etag:%22a8a-560210dfa49f6%22	http://qbgrow.com/magen/iot-admin/js/map.shadesofgray.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/js/map.shadesofgray.js	(from http://qbgrow.com/magen/iot-admin/app/map-google.html)
14:11:34	122971/122971	---M--	200	added ('OK')	application/javascript	etag:%221e05b-56021189773aa%22	http://qbgrow.com/magen/iot-admin/lib/Flot/jquery.flot.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/Flot/jquery.flot.js	(from http://qbgrow.com/magen/iot-admin/app/chart-flot.html)
14:11:34	2395/2395	---M--	200	added ('OK')	application/javascript	etag:%2295b-560210e21e6d0%22	http://qbgrow.com/magen/iot-admin/js/map.apple.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/js/map.apple.js	(from http://qbgrow.com/magen/iot-admin/app/map-google.html)
14:11:35	43248/43248	---M--	200	added ('OK')	application/javascript	etag:%22a8f0-5602118056434%22	http://qbgrow.com/magen/iot-admin/lib/jquery.sparkline.bower/jquery.sparkline.min.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/jquery.sparkline.bower/jquery.sparkline.min.js	(from http://qbgrow.com/magen/iot-admin/app/chart-sparkline.html)
14:11:35	2132/2132	---M--	200	added ('OK')	application/javascript	etag:%22854-560210e52bb18%22	http://qbgrow.com/magen/iot-admin/js/map.mapbox.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/js/map.mapbox.js	(from http://qbgrow.com/magen/iot-admin/app/map-google.html)
14:11:39	21057/21057	---M--	200	added ('OK')	application/javascript	etag:%225241-560211bea4d0c%22	http://qbgrow.com/magen/iot-admin/lib/jqvmap/jquery.vmap.min.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/jqvmap/jquery.vmap.min.js	(from http://qbgrow.com/magen/iot-admin/app/map-vector.html)
14:11:40	788304/788304	---M--	200	added ('OK')	application/javascript	etag:%22c0750-5602117f6317d%22	http://qbgrow.com/magen/iot-admin/lib/highlightjs/highlight.pack.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/highlightjs/highlight.pack.js	(from http://qbgrow.com/magen/iot-admin/app/form-elements.html)
14:11:41	2386/2386	---M--	200	added ('OK')	application/javascript	etag:%22952-560210dfa49f6%22	http://qbgrow.com/magen/iot-admin/js/jquery.vmap.sampledata.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/js/jquery.vmap.sampledata.js	(from http://qbgrow.com/magen/iot-admin/app/map-vector.html)
14:11:42	15800/15800	---M--	200	added ('OK')	text/css	etag:%223db8-5602114207b5c%22	http://qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.css	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.css	(from http://qbgrow.com/magen/iot-admin/app/table-datatable.html)
14:11:44	47712/47712	---M--	200	added ('OK')	application/javascript	etag:%22ba60-560212695edfe%22	http://qbgrow.com/magen/iot-admin/lib/jqvmap/maps/jquery.vmap.usa.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/jqvmap/maps/jquery.vmap.usa.js	(from http://qbgrow.com/magen/iot-admin/app/map-vector.html)
14:11:45	60599/60599	---M--	200	added ('OK')	application/javascript	etag:%22ecb7-5602125510840%22	http://qbgrow.com/magen/iot-admin/lib/jqvmap/maps/jquery.vmap.world.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/jqvmap/maps/jquery.vmap.world.js	(from http://qbgrow.com/magen/iot-admin/app/map-vector.html)
14:11:46	3423/3423	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Nov%202018%2014:12:10%20GMT	http://qbgrow.com/magen/iot-admin/app/page-inbox.html	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/app/page-inbox.6d.delayed	(from http://qbgrow.com/magen/iot-admin/app/mailbox.html)
14:11:49	16765/16765	---M--	200	added ('OK')	image/jpeg	etag:%22417d-560210ccdce5e%22	http://qbgrow.com/magen/iot-admin/img/img6.jpg	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/img/img6.jpg	(from http://qbgrow.com/magen/iot-admin/app/mailbox.html)
14:11:52	37323/37323	---M--	200	added ('OK')	application/javascript	etag:%2291cb-560211b79fe67%22	http://qbgrow.com/magen/iot-admin/lib/datatables-responsive/dataTables.responsive.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/datatables-responsive/dataTables.responsive.js	(from http://qbgrow.com/magen/iot-admin/app/table-datatable.html)
14:11:53	33066/33066	---M--	200	added ('OK')	text/css	etag:%22812a-5602113ab7990%22	http://qbgrow.com/magen/iot-admin/lib/fullcalendar/fullcalendar.css	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/fullcalendar/fullcalendar.css	(from http://qbgrow.com/magen/iot-admin/app/calendar.html)
14:11:54	21638/21638	---M--	200	added ('OK')	image/jpeg	etag:%225486-560210cf0a871%22	http://qbgrow.com/magen/iot-admin/img/img7.jpg	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/img/img7.jpg	(from http://qbgrow.com/magen/iot-admin/app/mailbox.html)
14:11:56	5097/5097	---M--	200	added ('OK')	application/javascript	etag:%2213e9-560210e574eff%22	http://qbgrow.com/magen/iot-admin/js/widgets.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/js/widgets.js	(from http://qbgrow.com/magen/iot-admin/app/widgets.html)
14:11:58	125280/125280	---M--	200	added ('OK')	application/javascript	etag:%221e960-560212850bfea%22	http://qbgrow.com/magen/iot-admin/lib/jqvmap/maps/jquery.vmap.canada.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/jqvmap/maps/jquery.vmap.canada.js	(from http://qbgrow.com/magen/iot-admin/app/map-vector.html)
14:11:59	16574/16574	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2240be-560211f8599ba%22	http://qbgrow.com/magen/iot-admin/lib/summernote/font/summernote.eot?0d0d5fac99cc8774d89eb08b1a8323c4	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/summernote/font/summernote291f.eot	(from http://qbgrow.com/magen/iot-admin/lib/summernote/summernote-bs4.css)
14:12:01	16574/16574	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2240be-560211f8599ba%22	http://qbgrow.com/magen/iot-admin/lib/summernote/font/summernote.eot?	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/summernote/font/summernoted41d.eot	(from http://qbgrow.com/magen/iot-admin/lib/summernote/summernote-bs4.css)
14:12:02	10196/10196	---M--	200	added ('OK')	application/font-woff	etag:%2227d4-560211f6afd13%22	http://qbgrow.com/magen/iot-admin/lib/summernote/font/summernote.woff?0d0d5fac99cc8774d89eb08b1a8323c4	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/summernote/font/summernote291f.woff	(from http://qbgrow.com/magen/iot-admin/lib/summernote/summernote-bs4.css)
14:12:03	3423/3423	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Nov%202018%2014:12:27%20GMT	http://qbgrow.com/magen/iot-admin/lib/images/sort_both.png	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/images/sort_both.png	(from http://qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.css)
14:12:03	3423/3423	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Nov%202018%2014:12:27%20GMT	http://qbgrow.com/magen/iot-admin/lib/images/sort_asc.png	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/images/sort_asc.png	(from http://qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.css)
14:12:03	3423/3423	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Nov%202018%2014:12:27%20GMT	http://qbgrow.com/magen/iot-admin/lib/images/sort_desc.png	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/images/sort_desc.png	(from http://qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.css)
14:12:04	3423/3423	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Nov%202018%2014:12:28%20GMT	http://qbgrow.com/magen/iot-admin/lib/images/sort_asc_disabled.png	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/images/sort_asc_disabled.png	(from http://qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.css)
14:12:04	3423/3423	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Nov%202018%2014:12:28%20GMT	http://qbgrow.com/magen/iot-admin/lib/images/sort_desc_disabled.png	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/images/sort_desc_disabled.png	(from http://qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.css)
14:12:04	16388/16388	---M--	200	added ('OK')	application/font-sfnt	etag:%224004-560211f61a665%22	http://qbgrow.com/magen/iot-admin/lib/summernote/font/summernote.ttf?0d0d5fac99cc8774d89eb08b1a8323c4	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/summernote/font/summernote291f.ttf	(from http://qbgrow.com/magen/iot-admin/lib/summernote/summernote-bs4.css)
14:12:28	445793/445793	---M--	200	added ('OK')	application/javascript	etag:%226cd61-56021150c1536%22	http://qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/datatables/jquery.dataTables.js	(from http://qbgrow.com/magen/iot-admin/app/table-datatable.html)
14:12:38	618198/618198	---M--	200	added ('OK')	application/javascript	etag:%2296ed6-5602115122fbf%22	http://qbgrow.com/magen/iot-admin/lib/fullcalendar/fullcalendar.js	C:/My%20Web%20Sites/Iot/qbgrow.com/magen/iot-admin/lib/fullcalendar/fullcalendar.js	(from http://qbgrow.com/magen/iot-admin/app/calendar.html)
