date,reading
Wed Apr 10 18:55:58 2019	,24.358974366
Wed Apr 10 18:56:30 2019	,23.076923084
Wed Apr 10 18:57:30 2019	,21.794871802
Wed Apr 10 18:58:30 2019	,21.794871802
Wed Apr 10 18:59:30 2019	,24.358974366
Wed Apr 10 19:00:30 2019	,23.076923084
Wed Apr 10 19:01:30 2019	,24.358974366
Wed Apr 10 19:02:30 2019	,24.358974366
Wed Apr 10 19:03:30 2019	,23.076923084
Wed Apr 10 19:04:30 2019	,24.358974366
Wed Apr 10 19:05:30 2019	,24.358974366
Wed Apr 10 19:06:30 2019	,24.358974366
Wed Apr 10 19:07:30 2019	,24.358974366
Wed Apr 10 19:08:30 2019	,24.358974366
Wed Apr 10 19:09:30 2019	,24.358974366
Wed Apr 10 19:10:30 2019	,24.358974366
Wed Apr 10 19:11:30 2019	,24.358974366
Wed Apr 10 19:12:30 2019	,23.076923084
Wed Apr 10 19:13:30 2019	,23.076923084
Wed Apr 10 19:14:30 2019	,24.358974366
Wed Apr 10 19:15:30 2019	,24.358974366
Wed Apr 10 19:16:30 2019	,24.358974366
Thu Apr 11 15:30:39 2019,76.923076928
Thu Apr 11 15:31:04 2019,76.923076928
Thu Apr 11 15:32:04 2019,75.64102564599999
Thu Apr 11 15:33:04 2019,75.64102564599999
Thu Apr 11 15:34:04 2019,73.076923082
Thu Apr 11 15:35:04 2019,75.64102564599999
Thu Apr 11 15:36:04 2019,75.64102564599999
Thu Apr 11 15:37:04 2019,75.64102564599999
Thu Apr 11 15:38:04 2019,75.64102564599999
Thu Apr 11 15:39:05 2019,75.64102564599999
Thu Apr 11 15:40:05 2019,75.64102564599999
Thu Apr 11 15:41:05 2019,76.923076928
Thu Apr 11 15:42:05 2019,76.923076928
Thu Apr 11 15:43:05 2019,76.923076928
Thu Apr 11 15:44:05 2019,78.20512821
Thu Apr 11 15:45:05 2019,78.20512821
Thu Apr 11 15:46:05 2019,76.923076928
Thu Apr 11 15:47:05 2019,78.20512821
Thu Apr 11 15:48:05 2019,78.20512821
Thu Apr 11 15:49:05 2019,78.20512821
Thu Apr 11 15:50:05 2019,78.20512821
Thu Apr 11 15:51:05 2019,76.923076928
Thu Apr 11 15:52:06 2019,76.923076928
Thu Apr 11 15:53:06 2019,76.923076928
Thu Apr 11 15:54:06 2019,75.64102564599999
Thu Apr 11 15:55:06 2019,76.923076928
Thu Apr 11 15:56:06 2019,75.64102564599999
Thu Apr 11 15:57:06 2019,76.923076928
Thu Apr 11 15:58:06 2019,76.923076928
Thu Apr 11 15:59:06 2019,76.923076928
Thu Apr 11 16:00:06 2019,76.923076928
Thu Apr 11 16:01:07 2019,76.923076928
Thu Apr 11 16:02:07 2019,75.64102564599999
Thu Apr 11 16:03:07 2019,75.64102564599999
Thu Apr 11 16:04:07 2019,76.923076928
Thu Apr 11 16:05:07 2019,75.64102564599999
Thu Apr 11 16:05:27 2019,78.20512821
Thu Apr 11 16:06:27 2019,76.923076928
Thu Apr 11 16:07:27 2019,76.923076928
Thu Apr 11 16:08:27 2019,75.64102564599999
Thu Apr 11 16:09:28 2019,75.64102564599999
Thu Apr 11 16:10:28 2019,76.923076928
Thu Apr 11 16:11:28 2019,76.923076928
Thu Apr 11 16:12:28 2019,76.923076928
Thu Apr 11 16:13:28 2019,76.923076928
Thu Apr 11 16:14:28 2019,76.923076928
Thu Apr 11 16:15:28 2019,76.923076928
Thu Apr 11 16:16:28 2019,76.923076928
Thu Apr 11 16:17:28 2019,76.923076928
Thu Apr 11 16:17:39 2019,78.20512821
Thu Apr 11 16:18:39 2019,76.923076928
Thu Apr 11 16:19:39 2019,76.923076928
Thu Apr 11 16:20:39 2019,76.923076928
Thu Apr 11 16:21:39 2019,76.923076928
Thu Apr 11 16:22:39 2019,76.923076928
Thu Apr 11 16:23:39 2019,76.923076928
Thu Apr 11 16:24:39 2019,76.923076928
Thu Apr 11 16:25:39 2019,76.923076928
Thu Apr 11 16:26:39 2019,76.923076928
Thu Apr 11 16:27:39 2019,76.923076928
Thu Apr 11 16:28:40 2019,74.35897436399999
Thu Apr 11 16:29:40 2019,76.923076928
Thu Apr 11 16:30:40 2019,76.923076928
Thu Apr 11 16:31:40 2019,74.35897436399999
Thu Apr 11 16:32:40 2019,75.64102564599999
Thu Apr 11 16:33:41 2019,73.076923082
Thu Apr 11 16:34:41 2019,75.64102564599999
Thu Apr 11 16:35:41 2019,75.64102564599999
Thu Apr 11 16:36:41 2019,76.923076928
Thu Apr 11 16:37:41 2019,76.923076928
Thu Apr 11 16:38:42 2019,76.923076928
Thu Apr 11 16:39:42 2019,78.20512821
Thu Apr 11 16:40:42 2019,78.20512821
Thu Apr 11 16:41:42 2019,78.20512821
Thu Apr 11 16:42:42 2019,76.923076928
Thu Apr 11 16:43:43 2019,79.487179492
Thu Apr 11 16:44:43 2019,79.487179492
Thu Apr 11 16:45:45 2019,79.487179492
Thu Apr 11 16:46:46 2019,79.487179492
Thu Apr 11 16:47:46 2019,79.487179492
Thu Apr 11 16:48:46 2019,78.20512821
Thu Apr 11 16:49:46 2019,79.487179492
Thu Apr 11 16:50:47 2019,79.487179492
Thu Apr 11 16:51:47 2019,79.487179492
Thu Apr 11 16:52:47 2019,79.487179492
Thu Apr 11 16:53:47 2019,79.487179492
Thu Apr 11 16:54:47 2019,79.487179492
Thu Apr 11 16:55:47 2019,79.487179492
Thu Apr 11 16:56:47 2019,79.487179492
Thu Apr 11 16:57:47 2019,80.769230774
Thu Apr 11 16:58:48 2019,79.487179492
Thu Apr 11 16:59:48 2019,78.20512821
Thu Apr 11 17:00:48 2019,79.487179492
Thu Apr 11 17:01:48 2019,79.487179492
Thu Apr 11 17:02:48 2019,79.487179492
Thu Apr 11 17:03:48 2019,78.20512821
Thu Apr 11 18:39:52 2019,98.71794872199999
Thu Apr 11 18:40:52 2019,5.128205135999991
Thu Apr 11 18:41:15 2019,3.8461538539999935
Thu Apr 11 18:42:15 2019,89.74358974799999
Thu Apr 11 18:43:15 2019,89.74358974799999
Thu Apr 11 18:44:15 2019,88.461538466
Thu Apr 11 18:45:15 2019,89.74358974799999
Thu Apr 11 18:46:15 2019,88.461538466
Thu Apr 11 18:47:16 2019,88.461538466
Thu Apr 11 18:48:16 2019,89.74358974799999
Thu Apr 11 18:49:16 2019,89.74358974799999
Thu Apr 11 18:50:16 2019,89.74358974799999
Thu Apr 11 18:51:16 2019,88.461538466
Thu Apr 11 18:52:16 2019,88.461538466
Thu Apr 11 18:53:16 2019,88.461538466
Thu Apr 11 18:54:16 2019,89.74358974799999
Thu Apr 11 18:55:16 2019,88.461538466
Thu Apr 11 18:56:16 2019,88.461538466
Thu Apr 11 18:57:17 2019,88.461538466
Thu Apr 11 18:58:17 2019,89.74358974799999
Thu Apr 11 18:59:17 2019,89.74358974799999
Thu Apr 11 19:00:17 2019,89.74358974799999
Thu Apr 11 19:01:17 2019,89.74358974799999
Thu Apr 11 19:02:17 2019,89.74358974799999
Thu Apr 11 19:03:17 2019,89.74358974799999
Thu Apr 11 19:04:17 2019,89.74358974799999
Thu Apr 11 19:05:17 2019,89.74358974799999
Thu Apr 11 19:06:17 2019,89.74358974799999
Thu Apr 11 19:07:17 2019,89.74358974799999
Thu Apr 11 19:08:17 2019,89.74358974799999
Thu Apr 11 19:09:17 2019,89.74358974799999
Thu Apr 11 19:10:17 2019,89.74358974799999
